Kode #Nama Barang,Kode #,Nama Barang
200708HAND GLOVE KARET - CP,200708,HAND GLOVE KARET - CP
100061TEA TARIK - NESTLE,100061,TEA TARIK - NESTLE
100062VANILLA LATTE - NESTLE,100062,VANILLA LATTE - NESTLE
100052MILO,100052,MILO
100054ORANGE - NESTLE,100054,ORANGE - NESTLE
100051LEMON TEA - NESTLE,100051,LEMON TEA - NESTLE
100117POWDER ES COKLAT - NESTLE,100117,POWDER ES COKLAT - NESTLE
100167UDANG THAWING,100167,UDANG THAWING
410129PEMBANGUNAN NEW CP,410129,PEMBANGUNAN NEW CP
200021MEJA KANTOR,200021,MEJA KANTOR
200011KURSI KANTOR,200011,KURSI KANTOR
410063MATERIAL BANGUNAN - CP,410063,MATERIAL BANGUNAN - CP
200334TEMPAT SAMPAH ABU-ABU 20 LTR,200334,TEMPAT SAMPAH ABU-ABU 20 LTR
200447TEMPAT SAMPAH KECIL UK 10 LTR,200447,TEMPAT SAMPAH KECIL UK 10 LTR
200145SARINGAN TEH GACOAN,200145,SARINGAN TEH GACOAN
200599DUST BIN KUNING 240 LTR (TEMPAT SAMPAH),200599,DUST BIN KUNING 240 LTR (TEMPAT SAMPAH)
200734TANGGA 3 METER,200734,TANGGA 3 METER
100120KESET BIHUN GULUNG (POTONGAN),100120,KESET BIHUN GULUNG (POTONGAN)
100058SUN QUICK LEMON,100058,SUN QUICK LEMON
100070GREEN THAI TEA,100070,GREEN THAI TEA
200292KARBOL,200292,KARBOL
200658CHLORINE,200658,CHLORINE
200593TIMBANGAN DIGITAL FORTUNO 30 KG,200593,TIMBANGAN DIGITAL FORTUNO 30 KG
200053DISPENSER,200053,DISPENSER
200722TEMPAT SENDOK FELICIA JUMBO,200722,TEMPAT SENDOK FELICIA JUMBO
200592TIMBANGAN 100 KG,200592,TIMBANGAN 100 KG
410039OBAT / PENGOBATAN - CP,410039,OBAT / PENGOBATAN - CP
410040OBAT / PENGOBATAN - DC,410040,OBAT / PENGOBATAN - DC
410038OBAT / PENGOBATAN - HO,410038,OBAT / PENGOBATAN - HO
410058BIAYA INVENTARIS - DC,410058,BIAYA INVENTARIS - DC
410057BIAYA INVENTARIS - CP (Lampu Hannoch),410057,BIAYA INVENTARIS - CP (Lampu Hannoch)
410060BIAYA KEBERSIHAN - CP (Ember dengan tutup),410060,BIAYA KEBERSIHAN - CP (Ember dengan tutup)
410057BIAYA INVENTARIS - CP (Gayung),410057,BIAYA INVENTARIS - CP (Gayung)
410142BIAYA PPN,410142,BIAYA PPN
410141JASA LAINYA PRIBADI - RESTO,410141,JASA LAINYA PRIBADI - RESTO
200729BABY CHAIR,200729,BABY CHAIR
100056SIRUP MOCCA,100056,SIRUP MOCCA
100069BLACK THAI TEA,100069,BLACK THAI TEA
100132TEPUNG TELUR,100132,TEPUNG TELUR
200301KRESEK SEDANG (KILAT HITAM 28X48),200301,KRESEK SEDANG (KILAT HITAM 28X48)
200298KRESEK BESAR (JUMBO TT HJ 25X40),200298,KRESEK BESAR (JUMBO TT HJ 25X40)
200335TISSUE ROLL,200335,TISSUE ROLL
410066BIAYA KEBERSIHAN - EXISTING STORE,410066,BIAYA KEBERSIHAN - EXISTING STORE
410059BIAYA INVENTARIS - HO,410059,BIAYA INVENTARIS - HO
200602ALAT PEMADAM KEBAKARAN ( APAR ),200602,ALAT PEMADAM KEBAKARAN ( APAR )
410118JASA LAND CLEARING OBSTACLE - EXISTING STORE,410118,JASA LAND CLEARING OBSTACLE - EXISTING STORE
200142SARINGAN MIE,200142,SARINGAN MIE
410146BIAYA PERJALANAN DINAS PIHAK KETIGA - RESTO,410146,BIAYA PERJALANAN DINAS PIHAK KETIGA - RESTO
200426PAPAN TULIS,200426,PAPAN TULIS
200238GAS KNOP F/JP SERIES,200238,GAS KNOP F/JP SERIES
200256PIEZO IGNITER UK 18.MM,200256,PIEZO IGNITER UK 18.MM
200451THERMOCOUPLE,200451,THERMOCOUPLE
410120JASA INSTALASI MESIN / PERALATAN - CP,410120,JASA INSTALASI MESIN / PERALATAN - CP
410131BIAYA KONSUMSI - CP,410131,BIAYA KONSUMSI - CP
410113BIAYA GAS CNG - EXISTING STORE,410113,BIAYA GAS CNG - EXISTING STORE
200299KRESEK BESAR,200299,KRESEK BESAR
200298KRESEK JUMBO,200298,KRESEK JUMBO
100143MINYAK GORENG - RESTO (V.20),100143,MINYAK GORENG - RESTO (V.20)
200287HANDGLOVE,200287,HANDGLOVE
100130DAUN BAWANG/BRAMBANG,100130,DAUN BAWANG/BRAMBANG
100129TELUR,100129,TELUR
100124CABE RAWIT,100124,CABE RAWIT
200337TISU MEJA (HANDTOWEL),200337,TISU MEJA (HANDTOWEL)
410119JASA PEMELIHARAAN INVENTARIS - EXISTING STORE,410119,JASA PEMELIHARAAN INVENTARIS - EXISTING STORE
410057BIAYA INVENTARIS - CP (CETAKAN AKRILIK HURUF DAN ANGKA),410057,BIAYA INVENTARIS - CP (CETAKAN AKRILIK HURUF DAN ANGKA)
200333TEMPAT SAMPAH 120 LTR,200333,TEMPAT SAMPAH 120 LTR
200450TERMOMETER,200450,TERMOMETER
200212STEROFOAM MIE/BOX MIE,200212,STEROFOAM MIE/BOX MIE
200550PRINTER IW 800,200550,PRINTER IW 800
200642PALLET BIRU (DRY),200642,PALLET BIRU (DRY)
200154SENDOK TAKAR STAINLESS,200154,SENDOK TAKAR STAINLESS
200089JIGGER UK 20/30,200089,JIGGER UK 20/30
200090JIGGER UK 20/40,200090,JIGGER UK 20/40
200108PANCI MIE,200108,PANCI MIE
200083GELAS TEA,200083,GELAS TEA
410116JASA INSTALASI MESIN / PERALATAN - EXISTING STORE,410116,JASA INSTALASI MESIN / PERALATAN - EXISTING STORE
410143SEWA LAINNYA - RESTO,410143,SEWA LAINNYA - RESTO
200634MONITOR,200634,MONITOR
410169Spare parts it cost - HO,410169,Spare parts it cost - HO
100122KRUPUK MIE,100122,KRUPUK MIE
100152GARAM,100152,GARAM
410068BIAYA KONSUMSI - HO,410068,BIAYA KONSUMSI - HO
200222BURNER F/ FRY NGFT 4-60 GS 3655 (GRIDLE),200222,BURNER F/ FRY NGFT 4-60 GS 3655 (GRIDLE)
200314PLASTIK1/2 KG,200314,PLASTIK1/2 KG
200213STEROFOAM DIMSUM/BOX DIMSUM,200213,STEROFOAM DIMSUM/BOX DIMSUM
200191WAJAN BESI UK 50',200191,WAJAN BESI UK 50'
200192WAJAN BESI UK 70',200192,WAJAN BESI UK 70'
410141JASA LAINYA PRIBADI,410141,JASA LAINYA PRIBADI
410041ATK - HO,410041,ATK - HO
200375HARD COVER HIMBAUAN,200375,HARD COVER HIMBAUAN
410159JASA LAINNYA (ORANG PRIBADI) - CP,410159,JASA LAINNYA (ORANG PRIBADI) - CP
410149BEBAN SEWA KENDARAAN - CP,410149,BEBAN SEWA KENDARAAN - CP
410026BIAYA ONGKOS KIRIM - CP,410026,BIAYA ONGKOS KIRIM - CP
410059BIAYA INVENTARIS - HO (DISPENSER),410059,BIAYA INVENTARIS - HO (DISPENSER)
200157SEROK BESAR KAWAT,200157,SEROK BESAR KAWAT
200736DISPENSER SABUN KRISBOW,200736,DISPENSER SABUN KRISBOW
200737RAK PENITIPAN BARANG CUSTOMER,200737,RAK PENITIPAN BARANG CUSTOMER
200338TOWEL,200338,TOWEL
200081GELAS MINUMAN HANGAT,200081,GELAS MINUMAN HANGAT
200048CETING TRADISI ( KECIL ),200048,CETING TRADISI ( KECIL )
200721STRAINER BOWL STAINLESS LUBANG BASKOM KECIL,200721,STRAINER BOWL STAINLESS LUBANG BASKOM KECIL
200738AMBRO FLATWARE BASKET,200738,AMBRO FLATWARE BASKET
200113PANCI ORCHID UK 32 CM,200113,PANCI ORCHID UK 32 CM
200114PANCI ORCHID UK 36,200114,PANCI ORCHID UK 36
200184TOPLES UK 18 LTR,200184,TOPLES UK 18 LTR
410089BIAYA GAS CNG - CP,410089,BIAYA GAS CNG - CP
200714APAR POWDER 3KG,200714,APAR POWDER 3KG
200715APAR TIPE K 6KG,200715,APAR TIPE K 6KG
200158SEROK ICE,200158,SEROK ICE
200194WAJAN TEFLON CEKUNG,200194,WAJAN TEFLON CEKUNG
200583BLENDER,200583,BLENDER
200588KOMPOR GAS 2 TUNGKU,200588,KOMPOR GAS 2 TUNGKU
200320SAPU IJUK,200320,SAPU IJUK
200368EMBER MINYAK,200368,EMBER MINYAK
200130PIRING PLASTIK,200130,PIRING PLASTIK
200084GELAS UKUR,200084,GELAS UKUR
200350BASKOM STAINLESS UK 26 CM,200350,BASKOM STAINLESS UK 26 CM
200182TIMER DIGITAL,200182,TIMER DIGITAL
200446TEMPAT SAMPAH BESAR UK 80 LTR,200446,TEMPAT SAMPAH BESAR UK 80 LTR
200291KAPI,200291,KAPI
200317POLYBAG SAMPAH,200317,POLYBAG SAMPAH
200314PLASTIK 1/2KG,200314,PLASTIK 1/2KG
200043BOTOL SPRAY,200043,BOTOL SPRAY
200586HAND DRAYER,200586,HAND DRAYER
200365EMBER,200365,EMBER
410153JASA LAINNYA PRIBADI - HO,410153,JASA LAINNYA PRIBADI - HO
200707SUMPIT,200707,SUMPIT
200381JERIGEN MINYAK 5LTR,200381,JERIGEN MINYAK 5LTR
410051BIAYA KEAMANAN - HO,410051,BIAYA KEAMANAN - HO
410011PERIZINAN - CP,410011,PERIZINAN - CP
200085GELAS UKUR 130 ML,200085,GELAS UKUR 130 ML
200161SHAKER 750,200161,SHAKER 750
200379LAKBAN KARTON KECIL,200379,LAKBAN KARTON KECIL
100060TEA NAGA,100060,TEA NAGA
410042ATK - CP,410042,ATK - CP
410059TERMOMETER TUSUK ANALOG - HO,410059,TERMOMETER TUSUK ANALOG - HO
410059ANEMOMETER BENETECH - HO,410059,ANEMOMETER BENETECH - HO
410059METERAN TAJIMA 5M - HO,410059,METERAN TAJIMA 5M - HO
410059CLAMPMETER KYORITSU - HO,410059,CLAMPMETER KYORITSU - HO
410059SOUND NOISE LEVEL UNI-T353 - HO,410059,SOUND NOISE LEVEL UNI-T353 - HO
410059TESPEN TEKIRO - HO,410059,TESPEN TEKIRO - HO
200280ALAT PEL,200280,ALAT PEL
200180TIMBANGAN 5 KG,200180,TIMBANGAN 5 KG
200207PLASTIK 1/2 KG,200207,PLASTIK 1/2 KG
200664TINTA CODDING,200664,TINTA CODDING
410148JASA LAINNYA BADAN,410148,JASA LAINNYA BADAN
100155IPAL - NEW CP,100155,IPAL - NEW CP
100135POTASSIUM SORBAT - CP,100135,POTASSIUM SORBAT - CP
200435SELANG GAS,200435,SELANG GAS
200217CARBON BRUSH,200217,CARBON BRUSH
410154JASA LAINNYA BADAN - HO,410154,JASA LAINNYA BADAN - HO
200167STIK DRUM,200167,STIK DRUM
200400LADIES STICKER,200400,LADIES STICKER
200641PALLET HIJAU (FROZEN),200641,PALLET HIJAU (FROZEN)
200635AKRILIC PRINTER,200635,AKRILIC PRINTER
200287HANDGLOVE (PLASTIK),200287,HANDGLOVE (PLASTIK)
100030TEPUNG TERIGU SEGITIGA,100030,TEPUNG TERIGU SEGITIGA
200701LAKBAN KARTON BESAR,200701,LAKBAN KARTON BESAR
410108JASA PEMELIHARAAN MESIN / PERALATAN - EXISTING STORE,410108,JASA PEMELIHARAAN MESIN / PERALATAN - EXISTING STORE
410060BOTOL SABUN PENCET - CP,410060,BOTOL SABUN PENCET - CP
"410057LEPEK KECAP MERAH 4"" - CP",410057,"LEPEK KECAP MERAH 4"" - CP"
100144PAPER PLATE MIE,100144,PAPER PLATE MIE
100151PAPER PLATE DIMSUM,100151,PAPER PLATE DIMSUM
100124CABE RAWIT-RESTO,100124,CABE RAWIT-RESTO
100006CABE RAWIT - CP,100006,CABE RAWIT - CP
200322SCALE OFF (PEMBERSIH TANGKI BOILER),200322,SCALE OFF (PEMBERSIH TANGKI BOILER)
410145BIAYA INTERNET - RESTO,410145,BIAYA INTERNET - RESTO
200208SEDOTAN BUBBLE,200208,SEDOTAN BUBBLE
200594TOOL BOX,200594,TOOL BOX
200590MESIN CUP SEALER,200590,MESIN CUP SEALER
100065SUSU UHT,100065,SUSU UHT
100143MINYAK GORENG,100143,MINYAK GORENG
410057BIAYA INVENTARIS - CP (TRIPLEK 5MM),410057,BIAYA INVENTARIS - CP (TRIPLEK 5MM)
200086GOLOK,200086,GOLOK
200106PANCI ENDAPAN MINYAK UK 40,200106,PANCI ENDAPAN MINYAK UK 40
200325SEAL PACK 3.5 LTR/3500 ML,200325,SEAL PACK 3.5 LTR/3500 ML
200329SEAL PACK DIMSUM,200329,SEAL PACK DIMSUM
200185TOPLES UK 4 LTR,200185,TOPLES UK 4 LTR
200187TOPLES UK 9 LTR,200187,TOPLES UK 9 LTR
200417MOUSE LAPTOP / PC,200417,MOUSE LAPTOP / PC
200270RODA TROLY,200270,RODA TROLY
200311PEMBERSIH MEJA,200311,PEMBERSIH MEJA
410012PERIZINAN - HO,410012,PERIZINAN - HO
410061BIAYA KEBERSIHAN - DC,410061,BIAYA KEBERSIHAN - DC
410174ASET DALAM PENYELESAIAN - CP,410174,ASET DALAM PENYELESAIAN - CP
200204MIKA/CUP DIPPING,200204,MIKA/CUP DIPPING
410135BIAYA PACKAGING - CP,410135,BIAYA PACKAGING - CP
410041ATK - HO ODNER BANTEX,410041,ATK - HO ODNER BANTEX
410041ATK - HO SHEET PROTECTOR BIG,410041,ATK - HO SHEET PROTECTOR BIG
410062BIAYA KEBERSIHAN - HO,410062,BIAYA KEBERSIHAN - HO
410043ATK - DC,410043,ATK - DC
200730MUKENA,200730,MUKENA
200725CADDY BAG,200725,CADDY BAG
200728DUSTBIN STAINLESS BULAT,200728,DUSTBIN STAINLESS BULAT
410170Spare parts it cost - CP,410170,Spare parts it cost - CP
200596TROLLI LOADING,200596,TROLLI LOADING
200166SPATULA STAINLESS,200166,SPATULA STAINLESS
200040BALON WHISK,200040,BALON WHISK
200345BASKOM KOTAK BESAR,200345,BASKOM KOTAK BESAR
200105PANCI DANDANG DIMSUM UK 36,200105,PANCI DANDANG DIMSUM UK 36
200326SEAL PACK POWDER,200326,SEAL PACK POWDER
200168SUTIL,200168,SUTIL
200170TALENAN PLASTIK,200170,TALENAN PLASTIK
200165SPATULA MIE IBLIS ( SODET COKLAT ),200165,SPATULA MIE IBLIS ( SODET COKLAT )
200412LOGGER,200412,LOGGER
200152SENDOK TAKAR 12 GRM,200152,SENDOK TAKAR 12 GRM
200733RAK MUKENA,200733,RAK MUKENA
200735STICK PENGGANTI LAMPU,200735,STICK PENGGANTI LAMPU
200719TIMBANGAN DIGITAL KECIL,200719,TIMBANGAN DIGITAL KECIL
200732SAJADAH,200732,SAJADAH
200731SARUNG,200731,SARUNG
410059BIAYA INVENTARIS - HO (stekker 3 kaki),410059,BIAYA INVENTARIS - HO (stekker 3 kaki)
410059BIAYA INVENTARIS - HO (lampu wilux),410059,BIAYA INVENTARIS - HO (lampu wilux)
200156SEROK BESAR,200156,SEROK BESAR
410008INSTALASI MESIN / PERALATAN - EXISTING STORE,410008,INSTALASI MESIN / PERALATAN - EXISTING STORE
410141Jasa Instalasi dan Setting,410141,Jasa Instalasi dan Setting
100184GARAM - MAKLOON,100184,GARAM - MAKLOON
100186KANTONG PE 18 X 30,100186,KANTONG PE 18 X 30
100187KANTONG PP 20 X 25,100187,KANTONG PP 20 X 25
100189KANTONG PE 25 X 45,100189,KANTONG PE 25 X 45
200754KRESEK PUTIH 35 X 60,200754,KRESEK PUTIH 35 X 60
200756KRESEK KUNING 35 X 60,200756,KRESEK KUNING 35 X 60
200755KRESEK MERAH 35 X 60,200755,KRESEK MERAH 35 X 60
100182TEPUNG NAGA BIRU,100182,TEPUNG NAGA BIRU
100171TEPUNG NAGA MAS,100171,TEPUNG NAGA MAS
100031TEPUNG TAPIOKA,100031,TEPUNG TAPIOKA
100165TEXTURED VEGETABLE PROTEINS,100165,TEXTURED VEGETABLE PROTEINS
100173KANSUI,100173,KANSUI
100183POTASSIUM SORBAT - MAKLOON,100183,POTASSIUM SORBAT - MAKLOON
100185MSG - MAKLOON,100185,MSG - MAKLOON
100166SUSU KENTAL MANIS POUCH,100166,SUSU KENTAL MANIS POUCH
410113Beban Gas - Resto,410113,Beban Gas - Resto
200746MIKA/CUP DIPPING (V.20),200746,MIKA/CUP DIPPING (V.20)
410003Sparepart Inventaris - Resto (Non Jasa),410003,Sparepart Inventaris - Resto (Non Jasa)
410013Perizinan/Akte - Resto,410013,Perizinan/Akte - Resto
410148Jasa Lainnya (Badan Usaha) - Resto,410148,Jasa Lainnya (Badan Usaha) - Resto
410057Sparepart Inventaris - CP (Non Jasa),410057,Sparepart Inventaris - CP (Non Jasa)
410112Jasa Lainnya (Orang Pribadi) - Resto,410112,Jasa Lainnya (Orang Pribadi) - Resto
410011Perizinan/Akte - CP,410011,Perizinan/Akte - CP
100188KANTONG PE 25 X 40,100188,KANTONG PE 25 X 40
100172PEWARNA TARTAZINE,100172,PEWARNA TARTAZINE
410143Beban Sewa Mesin & Peralatan - Resto,410143,Beban Sewa Mesin & Peralatan - Resto
100010GARAM - CP,100010,GARAM - CP
100157LEMON TEA - AW,100157,LEMON TEA - AW
100158ORANGE - AW,100158,ORANGE - AW
100159VANILLA LATTE - AW,100159,VANILLA LATTE - AW
100161TEA TARIK - AW,100161,TEA TARIK - AW
100160COKLAT - AW,100160,COKLAT - AW
410188BEBAN AIR - RESTO,410188,BEBAN AIR - RESTO
410117Jasa Pemeliharaan Bangunan - Resto,410117,Jasa Pemeliharaan Bangunan - Resto
410068Beban Konsumsi - HO,410068,Beban Konsumsi - HO
410010Spare Part Bangunan - Resto (Non Jasa),410010,Spare Part Bangunan - Resto (Non Jasa)
410060Kebersihan - CP,410060,Kebersihan - CP
410094Beban Operasional Legal - Resto,410094,Beban Operasional Legal - Resto
410116Jasa Pemeliharaan Mesin / Peralatan - Resto,410116,Jasa Pemeliharaan Mesin / Peralatan - Resto
410030Spare Part Mesin / Peralatan - CP (Non Jasa),410030,Spare Part Mesin / Peralatan - CP (Non Jasa)
410008Spare Part Mesin / Peralatan - Resto (Non Jasa),410008,Spare Part Mesin / Peralatan - Resto (Non Jasa)
100170TEPUNG BATTER,100170,TEPUNG BATTER
410119Jasa Pemeliharaan Inventaris - Resto,410119,Jasa Pemeliharaan Inventaris - Resto
410066Beban Kebersihan - Resto,410066,Beban Kebersihan - Resto
410180Biaya seragam - HO,410180,Biaya seragam - HO
410238Perizinan/Akte - DC,410238,Perizinan/Akte - DC
200709STICKER THERMAL,200709,STICKER THERMAL
410089Beban Gas - CP,410089,Beban Gas - CP
410170IT Cost (Pemeliharaan & Spare Part Software) - CP,410170,IT Cost (Pemeliharaan & Spare Part Software) - CP
410040Obat dan pengobatan - DC,410040,Obat dan pengobatan - DC
410038Obat dan pengobatan - HO,410038,Obat dan pengobatan - HO
410171IT Cost (Pemeliharaan & Spare Part Software) - DC,410171,IT Cost (Pemeliharaan & Spare Part Software) - DC
410004Biaya Pemeliharaan & Spare Part Instalasi Listrik - Resto,410004,Biaya Pemeliharaan & Spare Part Instalasi Listrik - Resto
200584CASH BOX,200584,CASH BOX
200308PAPAN AWAS LANTAI LICIN,200308,PAPAN AWAS LANTAI LICIN
410145Beban Internet - Resto,410145,Beban Internet - Resto
410158JASA LAINNYA BADAN - DC,410158,JASA LAINNYA BADAN - DC
410058Sparepart Inventaris - DC (Non Jasa),410058,Sparepart Inventaris - DC (Non Jasa)
410154Jasa Lainnya (Badan Usaha) - HO,410154,Jasa Lainnya (Badan Usaha) - HO
"200037THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)",200037,"THERMOCOUPLE 2C 24"" GS 2185 (GRIDLE)"
200224BURNER GS UK 9 NP,200224,BURNER GS UK 9 NP
"410029Ongkos kirim, pos, dan paket (Barang dan Orang) - Resto",410029,"Ongkos kirim, pos, dan paket (Barang dan Orang) - Resto"
200072GAS THERMOSTAT,200072,GAS THERMOSTAT
200672LIMIT CONTROL 450F,200672,LIMIT CONTROL 450F
200241GAS VALVE HIGH PREASURE (CONTROL SE),200241,GAS VALVE HIGH PREASURE (CONTROL SE)
200676REGULATOR LOW PRESSURE,200676,REGULATOR LOW PRESSURE
410063Spare Part Bangunan - CP (Non Jasa),410063,Spare Part Bangunan - CP (Non Jasa)
410189Biaya Pemeliharaan & Spare Part Instalasi Listrik - CP,410189,Biaya Pemeliharaan & Spare Part Instalasi Listrik - CP
410189SPARE PART LISTRIK - CP,410189,SPARE PART LISTRIK - CP
200753BAK THAWING BULAT 80 L,200753,BAK THAWING BULAT 80 L
200438STEMPEL,200438,STEMPEL
410039Obat dan pengobatan - CP,410039,Obat dan pengobatan - CP
410183JERIGEN 5L,410183,JERIGEN 5L
410153Jasa Lainnya (Orang Pribadi) - HO,410153,Jasa Lainnya (Orang Pribadi) - HO
200758CUP SUNDAE,200758,CUP SUNDAE
200759TUTUP CUP SUNDAE,200759,TUTUP CUP SUNDAE
410041ATK dan fotokopi - HO,410041,ATK dan fotokopi - HO
410043ATK dan fotokopi - DC,410043,ATK dan fotokopi - DC
410042ATK dan fotokopi - CP,410042,ATK dan fotokopi - CP
200172TEFLON SEALER,200172,TEFLON SEALER
200761KERTAS PENUTUP 12X12 CM,200761,KERTAS PENUTUP 12X12 CM
100169ISOLATED SOY PROTEIN (ISP),100169,ISOLATED SOY PROTEIN (ISP)
410012Perizinan/Akte - HO,410012,Perizinan/Akte - HO
200132PISAU BUAH BESAR,200132,PISAU BUAH BESAR
200133PISAU BUAH KECIL,200133,PISAU BUAH KECIL
200173TEKO BESAR ( BIANG TEH ),200173,TEKO BESAR ( BIANG TEH )
200347BASKOM STAINLESS 18 CM,200347,BASKOM STAINLESS 18 CM
200366EMBER 6 GL,200366,EMBER 6 GL
200139PRAXIS KEEPER UK 900ML,200139,PRAXIS KEEPER UK 900ML
200143SARINGAN MINYAK,200143,SARINGAN MINYAK
200341ASBAK,200341,ASBAK
200042BOTOL KECAP KECIL,200042,BOTOL KECAP KECIL
200044CAPIT SNACK ( BESAR ),200044,CAPIT SNACK ( BESAR )
200056EROS MELAMINE UK BESAR,200056,EROS MELAMINE UK BESAR
200176TERMOS AIR,200176,TERMOS AIR
200047CETING TRADISI ( BESAR ),200047,CETING TRADISI ( BESAR )
410194BEBAN PERANGKAT LUNAK SOFTWARE - RESTO,410194,BEBAN PERANGKAT LUNAK SOFTWARE - RESTO
410196Sewa Dibayar Dimuka Resto,410196,Sewa Dibayar Dimuka Resto
100176SIOMAY MERCON,100176,SIOMAY MERCON
100174KUOTIE,100174,KUOTIE
100178SUPER PAO AYAM,100178,SUPER PAO AYAM
100180SUPER PAO TELUR ASIN,100180,SUPER PAO TELUR ASIN
100179SUPER PAO OREO,100179,SUPER PAO OREO
100175SIOMAY GRANAT,100175,SIOMAY GRANAT
100181LUMPIA GORENG KULIT TAHU,100181,LUMPIA GORENG KULIT TAHU
100177SIOMAY RUDAL,100177,SIOMAY RUDAL
200613SERAGAM BARU UK S,200613,SERAGAM BARU UK S
200612SERAGAM BARU UK M,200612,SERAGAM BARU UK M
200611SERAGAM BARU UK L,200611,SERAGAM BARU UK L
200614SERAGAM BARU UK XL,200614,SERAGAM BARU UK XL
410064Spare Part Bangunan - HO (Non Jasa),410064,Spare Part Bangunan - HO (Non Jasa)
100200SUN QUICK LEMON (V.020),100200,SUN QUICK LEMON (V.020)
200760SENDOK SUNDAE,200760,SENDOK SUNDAE
200603FILLING KABINET,200603,FILLING KABINET
410140BIAYA PENGEMBANGAN - CP,410140,BIAYA PENGEMBANGAN - CP
"410026Ongkos kirim, pos, dan paket (Barang dan Orang) - CP",410026,"Ongkos kirim, pos, dan paket (Barang dan Orang) - CP"
410176Beban Telp & Pulsa - Resto,410176,Beban Telp & Pulsa - Resto
200346BASKOM STAINLESS 12 CM,200346,BASKOM STAINLESS 12 CM
200348BASKOM STAINLESS UK 14 CM,200348,BASKOM STAINLESS UK 14 CM
200309PEL SKEP ( KARET ),200309,PEL SKEP ( KARET )
200312PENGKI ( CIKRAK ),200312,PENGKI ( CIKRAK )
200284GAYUNG,200284,GAYUNG
200155SEROK ACIN,200155,SEROK ACIN
410120Jasa Pemeliharaan Mesin/Peralatan - CP,410120,Jasa Pemeliharaan Mesin/Peralatan - CP
100195CHOCOLATE SAUCE,100195,CHOCOLATE SAUCE
100191VANILLA SOFT MIX ICE MIX,100191,VANILLA SOFT MIX ICE MIX
100194CHOCOLATE COATING,100194,CHOCOLATE COATING
100196STRAWBERRY SAUCE,100196,STRAWBERRY SAUCE
100193OREO CRUMB,100193,OREO CRUMB
100192WAFER CONE,100192,WAFER CONE
200763SENDOK TEH SUNDAE (V.020),200763,SENDOK TEH SUNDAE (V.020)
410221Beban Sewa Mesin & Peralatan - HO,410221,Beban Sewa Mesin & Peralatan - HO
100198SUPER PAO COKELAT,100198,SUPER PAO COKELAT
100199SUPER PAO KACANG HIJAU,100199,SUPER PAO KACANG HIJAU
100197SUPER PAO TARO,100197,SUPER PAO TARO
410124JASA PEMBANGUNAN / RENOVASI - CP,410124,JASA PEMBANGUNAN / RENOVASI - CP
410169Spare parts it cost - HO (KABEL POWER KAKI 3),410169,Spare parts it cost - HO (KABEL POWER KAKI 3)
410169Spare parts it cost - HO (CHARGER HP MIKRO),410169,Spare parts it cost - HO (CHARGER HP MIKRO)
410169Spare parts it cost - HO (FLASHDISK KINGSTONE 64GB),410169,Spare parts it cost - HO (FLASHDISK KINGSTONE 64GB)
410169Spare parts it cost - HO (FLASHDISK SANDISK 32GB),410169,Spare parts it cost - HO (FLASHDISK SANDISK 32GB)
410169Spare parts it cost - HO (ENCLOSURE SATA),410169,Spare parts it cost - HO (ENCLOSURE SATA)
410169Spare parts it cost - HO (ENCLOSURE NVME),410169,Spare parts it cost - HO (ENCLOSURE NVME)
410169Spare parts it cost - HO (KABEL TIES HITAM 15CM),410169,Spare parts it cost - HO (KABEL TIES HITAM 15CM)
410169Spare parts it cost - HO (KLEM KABEL 8MM),410169,Spare parts it cost - HO (KLEM KABEL 8MM)
410169Spare parts it cost - HO (KONEKTOR RJ45 CAT 5 BELDEN),410169,Spare parts it cost - HO (KONEKTOR RJ45 CAT 5 BELDEN)
410169Spare parts it cost - HO (KABEL USB TO LAN),410169,Spare parts it cost - HO (KABEL USB TO LAN)
410169Spare parts it cost - HO (LAN TESTER),410169,Spare parts it cost - HO (LAN TESTER)
200469GILINGAN DAGING,200469,GILINGAN DAGING
200750SIKAT KLAKAT,200750,SIKAT KLAKAT
200484PRINTER THERMALL,200484,PRINTER THERMALL
410123Jasa Pemeliharaan Bangunan - HO,410123,Jasa Pemeliharaan Bangunan - HO
200246KNOP F/GAS COOK DIAL,200246,KNOP F/GAS COOK DIAL
200762WRAP WAFER CONE,200762,WRAP WAFER CONE
410131Beban Konsumsi - CP,410131,Beban Konsumsi - CP
410138Beban Pajak Lain (Reklame dll) - HO,410138,Beban Pajak Lain (Reklame dll) - HO
410136Beban Pajak Lain (Reklame dll) - CP,410136,Beban Pajak Lain (Reklame dll) - CP
"410025Ongkos kirim, pos, dan paket (Barang dan Orang) - HO",410025,"Ongkos kirim, pos, dan paket (Barang dan Orang) - HO"
410124Jasa Pemeliharaan Bangunan - CP,410124,Jasa Pemeliharaan Bangunan - CP
200068GARPU ADUKAN MIE,200068,GARPU ADUKAN MIE
410059Spare Part Inventaris - HO (Non Jasa),410059,Spare Part Inventaris - HO (Non Jasa)
410033Spare Part Mesin / Peralatan - DC (Non Jasa),410033,Spare Part Mesin / Peralatan - DC (Non Jasa)
410264BBM - CP,410264,BBM - CP
200331SIKAT LANTAI TOILET,200331,SIKAT LANTAI TOILET
410157Jasa Lainnya (Orang Pribadi) - DC,410157,Jasa Lainnya (Orang Pribadi) - DC
